,"Crop and animal production, hunting and related service activities",Forestry and logging,Fishing and aquaculture,Mining and quarrying,"Manufacture of food products, beverages and tobacco products","Manufacture of textiles, wearing apparel and leather products","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Manufacture of paper and paper products,Printing and reproduction of recorded media,Manufacture of coke and refined petroleum products ,Manufacture of chemicals and chemical products ,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of rubber and plastic products,Manufacture of other non-metallic mineral products,Manufacture of basic metals,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of computer, electronic and optical products",Manufacture of electrical equipment,Manufacture of machinery and equipment n.e.c.,"Manufacture of motor vehicles, trailers and semi-trailers",Manufacture of other transport equipment,Manufacture of furniture; other manufacturing,Repair and installation of machinery and equipment,"Electricity, gas, steam and air conditioning supply","Water collection, treatment and supply","Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",Construction,Wholesale and retail trade and repair of motor vehicles and motorcycles,"Wholesale trade, except of motor vehicles and motorcycles","Retail trade, except of motor vehicles and motorcycles",Land transport and transport via pipelines,Water transport,Air transport,Warehousing and support activities for transportation,Postal and courier activities,Accommodation and food service activities,Publishing activities,"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",Telecommunications,"Computer programming, consultancy and related activities; information service activities","Financial service activities, except insurance and pension funding","Insurance, reinsurance and pension funding, except compulsory social security",Activities auxiliary to financial services and insurance activities,Real estate activities,Legal and accounting activities; activities of head offices; management consultancy activities,Architectural and engineering activities; technical testing and analysis,Scientific research and development,Advertising and market research,"Other professional, scientific and technical activities; veterinary activities",Administrative and support service activities,Public administration and defence; compulsory social security,Education,Human health and social work activities,Other service activities,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Activities of extraterritorial organizations and bodies
Scientific research and development,0.00023634167111800597,8.849536570346432e-06,2.3384373417666145e-07,0.00019098624922146937,0.0008365197462882929,8.54545766366375e-05,0.00019259301867538802,0.00032515781587142263,0.0006378464866803454,0.0002549448277302963,0.0022192190969210156,0.0013161765650915036,0.0010340810893114697,0.0008587714681734871,0.0006289456255207964,0.0012227767274611372,0.0019204398961107216,0.0018316626142882656,0.0030544114892914237,0.004547923163413076,0.0010628239838591453,0.0003479453229707057,0.0006576589026636353,0.0016541692520152245,0.0002102795505247565,0.0022100173720709065,0.0019783370396281035,0.00016203743810753993,0.0009520665771977488,0.0012502556094527246,0.001458670689103679,2.9629912176563556e-05,0.0001969108334731602,0.0014427913759391777,0.0004113287714778327,0.00017171653258305094,0.0015593599117204103,0.00029664244878993063,0.0015599890009509588,0.011046149701145041,0.003194865437150364,0.0007071949731279331,0.0003144815479747569,0.0013731789797613223,0.00157601472893841,0.0017751019770760796,0.0047793742756288525,0.0003221994773711095,0.00038388756460865743,0.00172246785748306,0.00434455307497396,0.010040013163979369,0.0018367124735464342,0.0007045883301993572,0.0,0.0
Advertising and market research,0.0022698537366156943,0.00018987225581874794,4.073218249501536e-05,0.0033455071716689587,0.20608808502246728,0.0050163842422606165,0.0015232403381185127,0.004723369285619685,0.0011697396062428358,0.01727605331955487,0.07733346905481428,0.03756014304680137,0.017065237244335937,0.00904726552451222,0.003993084674375445,0.010433158928634494,0.020540981464632836,0.015859627777021743,0.023203271483039613,0.07472213913987051,0.002930071906151703,0.023160105671344404,0.004754668780263489,0.008848933144061693,0.001354612244513659,0.002145101761810298,0.005184532170523382,0.03291488548619267,0.04792059985941798,0.09063107936229652,0.009207705428309603,0.00026387947326811145,0.002123948929726598,0.0023855212064282545,0.0075646808050112814,0.004760958338546211,0.029314221615330222,0.008641201788417072,0.009633777938539555,0.011464884946467517,0.027609862372854045,0.021014780568200556,0.0008532972478184957,0.0017857219686776892,0.01276214053303513,0.0051260941295488745,0.006560374257889913,0.005636570556658691,0.002958255960036659,0.03819197375313668,0.013133067522311904,0.003898290094687917,0.004997900317542482,0.016404919188594613,0.0,0.0
"Other professional, scientific and technical activities; veterinary activities",0.026947421605766197,1.9512572034963965e-05,5.576146106454282e-07,0.0010621153027372478,0.009564878047281327,0.026689269072341256,0.0006386248381529895,0.0019162504164362143,0.0019477551639687817,0.0029571930543483044,0.01442966922367385,0.003339806168084921,0.004956171359033892,0.004623824338956225,0.002465887077400679,0.005940415559719106,0.008908009472759684,0.008387652348222158,0.017783827910726895,0.02615593859088853,0.0020156832698547088,0.023388698607307353,0.0026560535023512416,0.007579014800703563,0.0005654915339920695,0.005810635086611085,0.005759729139489459,0.0034448310041567966,0.010442148494488166,0.012600981238349221,0.005621445225793511,0.00012074076961825645,0.00020613496231880227,0.0014373045080440206,0.0007489793410568141,0.006498245327459615,0.03518437383355842,0.008018039811212395,0.007656707154270277,0.01356281951225395,0.04399559952760116,0.032689821790063564,0.02917553588545215,0.021051909188308668,0.057506969420302374,0.017850098114183355,0.003217862723919535,0.008719130271338573,0.023662655621419715,0.03328270162605561,0.018646620758880187,0.0029152198895149055,0.01586188284047847,0.0203627596540944,0.0,0.0
Administrative and support service activities,0.02492361964859078,0.0008615157588102268,3.0299787293193782e-05,0.0015776734068424184,0.024860075097992693,0.0022628972200446234,0.003955881340993519,0.004701903624074775,0.00517310633344785,0.0032273646357693425,0.01724168015785078,0.006089606937456961,0.011700273270832255,0.008510032298608671,0.00781434118208704,0.018222412066370212,0.009724581541074442,0.012215153435048596,0.03040542238831351,0.03328367880318103,0.008507998439781662,0.006370026118697733,0.009077732396662944,0.015821006466730292,0.0009272162548682127,0.012489407409248763,0.047624418754891026,0.004207770448244062,0.034321642508460315,0.03453088143167697,0.018856708548177302,0.005883650106136664,0.015277390791362281,0.022369464149221092,0.0030782303331928487,0.013537947203759958,0.009885235940483248,0.005158886518695656,0.010647912720722168,0.012076662630481516,0.024508034317117452,0.010828776942676128,0.008569907290517983,0.010377298252349464,0.011602314975978365,0.007669152764297523,0.004149613749727332,0.0023027706611908915,0.0038646041956900833,0.16668148246723227,0.0267353468457375,0.00802817549497656,0.029063977423060286,0.02276028622437103,0.0,0.0
Public administration and defence; compulsory social security,0.0014120763549951149,0.00030624096058520664,1.2270028245238469e-05,0.000833872697022856,0.005750274640287979,0.0005085540272187864,0.0007638367308519928,0.0010915794479179814,0.0005356045168892546,0.0009915205058966476,0.004572916121901666,0.0012784064932944987,0.001854965642375497,0.0020755797623988118,0.0019297626303934417,0.001864833530385627,0.001476425974733428,0.0019879190542326656,0.002655532886894034,0.004573603337507666,0.0004865048364093278,0.0008829822151693498,0.000551411906934384,0.03312172657842286,0.0006215839368355908,0.0025479133793369253,0.01641320887091905,0.0007463668558962458,0.0017127644317556658,0.0030564817462371816,0.0020666389572477793,0.0001053329054834442,0.00017026518546407892,0.001351307435491257,0.00025723714478918504,0.0024505364594438347,0.00041991651520100143,0.0005581901453846859,0.0006632377327059257,0.002128505165570421,0.0016515899267477946,0.0008277342284578823,0.00014374964374252574,0.0092825483341864,0.010537642079315962,0.004899643060936736,0.0008841404456692932,0.0018653337451419456,0.002876335842785247,0.007997610701694224,0.017995881910860993,0.0016656842617826016,0.0036701426803381412,0.003139885404288409,0.0,0.0
Education,0.0001365168956186649,3.0384274968466956e-07,4.640347068172565e-10,1.2768234012220927e-05,0.000705874606802599,2.0606776960925575e-05,7.665385826433841e-06,1.7169635160026802e-05,1.601100459006658e-05,0.00021113611709055183,0.0010207618533684642,0.0008076796555864739,0.0002243070608171772,4.955013055032965e-05,8.87539784065434e-05,0.0005596744568069384,0.0010111653794200402,0.001120571291939809,0.0019516437354137395,0.005755269212395871,0.0006511106379416603,0.0001775486748250494,0.0003140638040042347,0.00023982358311984048,1.0165548139061533e-05,0.00012467210962473004,0.0001375334576806462,4.1605317857719426e-05,0.00019542056427543825,0.00016745685841853595,0.0006933575816280388,4.098854585095888e-06,0.0003128555153027189,0.0001288643851007082,0.0004519143353769604,2.3060125541686648e-05,0.0003642436456309825,0.00012068245349658282,0.0015089340686284876,0.004137077222643382,0.0048865921022331164,0.0006741974326814309,0.00034665519894853686,0.0023780106512362904,0.00019630213304239771,0.00025306863344674716,0.004569329644363832,6.868226393819658e-05,0.0001486738970110482,0.0006590776498047642,0.015181262723282343,0.05224843150991796,0.001983257689986771,0.0013128755711070432,0.0,0.0
Human health and social work activities,1.502091625020979e-05,1.4773020026963083e-07,7.750432167005971e-09,5.363961017755468e-06,3.9432324131905586e-05,4.66570610280268e-06,4.619588180979728e-06,8.895528425185633e-06,3.329722308599845e-06,7.90133726315806e-06,0.00014009185367253507,7.37021122850189e-05,3.719768912060582e-05,1.2650459936235059e-05,4.028489192452448e-05,3.816420579677467e-05,9.985382766193146e-05,4.600013408237227e-05,0.00012988119006006118,0.00030004610803675217,4.0269659603740466e-05,1.444445576878602e-05,1.979417429946946e-05,4.857257733191209e-05,5.9030720333388114e-06,1.0960346026819157e-05,9.992042980085708e-06,2.2267825333776027e-06,3.086888093358188e-05,0.00010145172540949997,1.5550734396717205e-05,2.870513503310227e-06,1.3647866589290202e-05,1.3473892126685222e-05,5.751508545079489e-06,0.0001048037435128777,1.6028104053823097e-05,3.5946027149829544e-06,3.3122331635694355e-05,0.00022258177042945267,3.7646158637837064e-05,2.927765745626048e-05,4.854169396322987e-06,5.875134359267054e-06,2.4101836082596092e-05,2.534894264730899e-05,0.00040393076316864356,3.552808969090411e-06,0.0004743090001337175,5.1505780844059634e-05,0.00045438779816336624,0.0012277845721300686,0.03372945988612888,0.0006599419318561971,0.0,0.0
Other service activities,0.0009647136709210584,6.417545476908853e-05,1.4189264198770973e-05,0.0004481879463756755,0.0056648550144775284,0.0006449127586339958,0.00036212445401065044,0.0006571868945669266,0.0009269635370279892,0.000905403565723419,0.0028989179992719737,0.002061020777941874,0.000922191873586326,0.0009054543961208767,0.0013268976368221443,0.0011899840429855136,0.00215739564722559,0.002035627085444582,0.002743845527619313,0.0035185174945311652,0.0004503907611208438,0.0013162342137347572,0.00039870716466844033,0.003087559611476944,0.0003201923138343576,0.0028253776135311755,0.006047685109414768,0.0009973160946659474,0.0026942291514273787,0.009463746074591736,0.0014373505758651386,0.00016464804364579847,0.00041957795436933245,0.0024745198523092363,0.0001728201702765869,0.006632396612081532,0.00970284124100181,0.0083908047947853,0.002406415781076024,0.005805440002784307,0.006709276571906202,0.0025820694486249174,0.0006456815606845392,0.0017114953925744317,0.015067238031803475,0.0039485895516323385,0.0013274358377530974,0.0015000148589940456,0.0019873052244006903,0.00469549198296736,0.0259235465695604,0.00420415531395194,0.013027187473147368,0.08532802391852774,0.0,0.0
Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Activities of extraterritorial organizations and bodies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
